candidate_a,candidate_b,gene_a,gene_b,distance_bp,deletion_length_bp,joint_strain_coverage,pair_score,hypothesis_type,limitations,pair_provenance
VST-9cd67af4bd66d50a,VST-7a93331d0f1d0d9f,UL47,UL47,3284,3284,1.0,0.8996368824306833,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-9cd67af4bd66d50a,VST-7f7b6e25497fc40b,UL47,UL47,312,312,1.0,0.8996368824306833,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-9cd67af4bd66d50a,VST-7f7b6e25497fc40b,UL46,UL46,312,312,1.0,0.8996368824306833,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-9cd67af4bd66d50a,VST-9d1d422650f0fd0f,UL47,UL47,15,15,1.0,0.8996368824306833,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-9cd67af4bd66d50a,VST-9d1d422650f0fd0f,UL46,UL46,15,15,1.0,0.8996368824306833,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-9cd67af4bd66d50a,VST-c9b45f692a7abf52,UL47,UL47,2153,2153,1.0,0.8996368824306833,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-0bf1ec26dd4e63a9,VST-2197f2e713f87ca5,UL52,UL52,2750,2750,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-0bf1ec26dd4e63a9,VST-3a05e8146637b989,UL52,UL52,496,496,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-1a03de7ffb16fbb6,VST-4bf9338dda42cbed,UL15,UL15,1098,1098,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-1a03de7ffb16fbb6,VST-54b5914e21a1a192,UL15,UL15,631,631,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-1ab6bcde24624e54,VST-49e236e977152335,UL3,UL3,222,222,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-1ab6bcde24624e54,VST-4a5cae2eb79cff92,UL3,UL3,62,62,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-1ab6bcde24624e54,VST-5d9176551b6dbdfd,UL3,UL3,61,61,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-1ab6bcde24624e54,VST-7ac03d514962242a,UL3,UL3,194,194,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-1ab6bcde24624e54,VST-ba561bf9733fcc67,UL3,UL3,44,44,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-1ab6bcde24624e54,VST-ba5a29a851401a8e,UL3,UL3,30,30,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-2197f2e713f87ca5,VST-3a05e8146637b989,UL52,UL52,3246,3246,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-240e20eb666f9c85,VST-56d60db41fb4e4e1,UL30,UL30,2745,2745,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-240e20eb666f9c85,VST-9d3cc3fbfd32544e,UL30,UL30,839,839,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-240e20eb666f9c85,VST-9ed9c9a6c89a5969,UL30,UL30,3379,3379,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-240e20eb666f9c85,VST-af7933782e7be4af,UL30,UL30,303,303,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-2b3568cdc187cc3a,VST-89884ea3f3df2232,UL10,UL10,428,428,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-49e236e977152335,VST-4a5cae2eb79cff92,UL3,UL3,160,160,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-49e236e977152335,VST-5d9176551b6dbdfd,UL3,UL3,161,161,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-49e236e977152335,VST-7ac03d514962242a,UL3,UL3,416,416,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-49e236e977152335,VST-ba561bf9733fcc67,UL3,UL3,178,178,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-49e236e977152335,VST-ba5a29a851401a8e,UL3,UL3,192,192,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-4a5cae2eb79cff92,VST-5d9176551b6dbdfd,UL3,UL3,1,1,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-4a5cae2eb79cff92,VST-7ac03d514962242a,UL3,UL3,256,256,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-4a5cae2eb79cff92,VST-ba561bf9733fcc67,UL3,UL3,18,18,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-4a5cae2eb79cff92,VST-ba5a29a851401a8e,UL3,UL3,32,32,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-4bf9338dda42cbed,VST-54b5914e21a1a192,UL15,UL15,1729,1729,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-56d60db41fb4e4e1,VST-9d3cc3fbfd32544e,UL30,UL30,1906,1906,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-56d60db41fb4e4e1,VST-9ed9c9a6c89a5969,UL30,UL30,634,634,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-56d60db41fb4e4e1,VST-af7933782e7be4af,UL30,UL30,2442,2442,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-5b0c902d0b27748e,VST-673e398e74fcf10b,UL47,UL47,1684,1684,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-5b0c902d0b27748e,VST-7a93331d0f1d0d9f,UL47,UL47,3283,3283,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-5b0c902d0b27748e,VST-7f7b6e25497fc40b,UL47,UL47,313,313,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-5b0c902d0b27748e,VST-7f7b6e25497fc40b,UL46,UL46,313,313,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-5b0c902d0b27748e,VST-9d1d422650f0fd0f,UL47,UL47,14,14,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-5b0c902d0b27748e,VST-9d1d422650f0fd0f,UL46,UL46,14,14,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-5b0c902d0b27748e,VST-c9b45f692a7abf52,UL47,UL47,2152,2152,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-5d9176551b6dbdfd,VST-7ac03d514962242a,UL3,UL3,255,255,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-5d9176551b6dbdfd,VST-ba561bf9733fcc67,UL3,UL3,17,17,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-5d9176551b6dbdfd,VST-ba5a29a851401a8e,UL3,UL3,31,31,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-5e4034e33559c37a,VST-d6724e2760409914,UL3,UL3,157,157,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-673e398e74fcf10b,VST-7a93331d0f1d0d9f,UL47,UL47,1599,1599,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-673e398e74fcf10b,VST-7f7b6e25497fc40b,UL47,UL47,1997,1997,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-673e398e74fcf10b,VST-9d1d422650f0fd0f,UL47,UL47,1670,1670,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-673e398e74fcf10b,VST-c9b45f692a7abf52,UL47,UL47,468,468,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-7a93331d0f1d0d9f,VST-7f7b6e25497fc40b,UL47,UL47,3596,3596,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-7a93331d0f1d0d9f,VST-9d1d422650f0fd0f,UL47,UL47,3269,3269,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-7a93331d0f1d0d9f,VST-c9b45f692a7abf52,UL47,UL47,1131,1131,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-7ac03d514962242a,VST-ba561bf9733fcc67,UL3,UL3,238,238,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-7ac03d514962242a,VST-ba5a29a851401a8e,UL3,UL3,224,224,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-7f7b6e25497fc40b,VST-9d1d422650f0fd0f,UL47,UL47,327,327,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-7f7b6e25497fc40b,VST-9d1d422650f0fd0f,UL46,UL46,327,327,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-7f7b6e25497fc40b,VST-c9b45f692a7abf52,UL47,UL47,2465,2465,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-9cd67af4bd66d50a,VST-2310b41e9822d690,UL47,UL47,3299,3299,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-9d1d422650f0fd0f,VST-c9b45f692a7abf52,UL47,UL47,2138,2138,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-9d3cc3fbfd32544e,VST-9ed9c9a6c89a5969,UL30,UL30,2540,2540,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-9d3cc3fbfd32544e,VST-af7933782e7be4af,UL30,UL30,536,536,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-9ed9c9a6c89a5969,VST-af7933782e7be4af,UL30,UL30,3076,3076,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-b3c226e1dbf82116,VST-e16166bf204a5e53,UL11,UL11,96,96,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-ba561bf9733fcc67,VST-ba5a29a851401a8e,UL3,UL3,14,14,1.0,0.8992737648613667,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-9cd67af4bd66d50a,VST-282f637f252058e1,UL47,UL47,354,354,1.0,0.898971796211134,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-9cd67af4bd66d50a,VST-282f637f252058e1,UL46,UL46,354,354,1.0,0.898971796211134,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-9cd67af4bd66d50a,VST-64180409fb9d34c6,UL47,UL47,494,494,1.0,0.898971796211134,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-9cd67af4bd66d50a,VST-64180409fb9d34c6,UL46,UL46,494,494,1.0,0.898971796211134,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-0bf1ec26dd4e63a9,VST-808abc5d9a92d25b,UL52,UL52,659,659,1.0,0.8989106472920501,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-0bf1ec26dd4e63a9,VST-8a1588fa1aebe584,UL52,UL52,724,724,1.0,0.8989106472920501,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-1a03de7ffb16fbb6,VST-b2c199ec1112f217,UL15,UL15,210,210,1.0,0.8989106472920501,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-1ab6bcde24624e54,VST-d6724e2760409914,UL3,UL3,220,220,1.0,0.8989106472920501,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-2197f2e713f87ca5,VST-808abc5d9a92d25b,UL52,UL52,3409,3409,1.0,0.8989106472920501,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-2197f2e713f87ca5,VST-8a1588fa1aebe584,UL52,UL52,3474,3474,1.0,0.8989106472920501,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-2b3568cdc187cc3a,VST-1d1284837f4da8f5,UL10,UL10,692,692,1.0,0.8989106472920501,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-39b8e81a7d803f8e,VST-12b9f79552b46501,UL50,UL50,26,26,1.0,0.8989106472920501,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-3a05e8146637b989,VST-808abc5d9a92d25b,UL52,UL52,163,163,1.0,0.8989106472920501,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-3a05e8146637b989,VST-8a1588fa1aebe584,UL52,UL52,228,228,1.0,0.8989106472920501,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-49e236e977152335,VST-d6724e2760409914,UL3,UL3,2,2,1.0,0.8989106472920501,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-4a5cae2eb79cff92,VST-d6724e2760409914,UL3,UL3,158,158,1.0,0.8989106472920501,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-4bf9338dda42cbed,VST-b2c199ec1112f217,UL15,UL15,1308,1308,1.0,0.8989106472920501,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-54b5914e21a1a192,VST-b2c199ec1112f217,UL15,UL15,421,421,1.0,0.8989106472920501,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
VST-5b0c902d0b27748e,VST-2310b41e9822d690,UL47,UL47,3298,3298,1.0,0.8989106472920501,same_gene_deletion_hypothesis,theoretical cut-to-cut interval; requires independent and experimental validation,${REPOSITORY_ROOT}/reports/hsv2_genome_wide_exhaustive/genome_wide_candidates_post_human.csv
